Manufacturer,LCSC Part #,Description,value,tolerance,type,voltage,min_value,max_value,Package,Stock,Type,MFR.Part #,Datasheet,Price (USD),basic-extended,unit,Comment,Category,code,value_in_ohms,dielectric,value_in_farads
UNIROYAL ELEC,C25792,CHIP RESISTOR - SURFACE MOUNT 47KOHMS ±1% 1/16W 0402 ROHS,47.0,1.0,Resistor,,46530.0,47470.0,0402,104812.0,CHIP RESISTOR - SURFACE MOUNT,0402WGF4702TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF4702TCE_C25792.pdf,0.0041,Basic,KΩ,,,,,,
UNIROYAL ELEC,C23193,CHIP RESISTOR - SURFACE MOUNT 510OHMS ±1% 1/10W 0603 ROHS,510.0,1.0,Resistor,,504.9,515.1,0603,372318.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF5100T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF5100T5E_C23193.pdf,0.0016,Basic,Ω,,,,,,
UNIROYAL ELEC,C23138,CHIP RESISTOR - SURFACE MOUNT 330OHMS ±1% 1/10W 0603 ROHS,330.0,1.0,Resistor,,326.7,333.3,0603,232016.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF3300T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3300T5E_C23138.pdf,0.0018,Basic,Ω,,,,,,
UNIROYAL ELEC,C17477,CHIP RESISTOR - SURFACE MOUNT 0OHMS ±1% 1/8W 0805 ROHS,0.0,1.0,Resistor,,0.0,0.0,0805,225157.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F0000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F0000T5E_C17477.pdf,0.0029,Basic,Ω,,,,,,
UNIROYAL ELEC,C21189,CHIP RESISTOR - SURFACE MOUNT 0OHMS ±1% 1/10W 0603 ROHS,0.0,1.0,Resistor,,0.0,0.0,0603,1034697.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF0000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF0000T5E_C21189.pdf,0.0016,Basic,Ω,,,,,,
SAMSUNG ELECTRO-MECHANICS,C1644,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 15PF 50V 0603 ROHS,15.0,5.0,Capacitor,50.0,1.425e-11,1.575e-11,0603,138413.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C150JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C150JB8NNNC_C1644.pdf,0.0196,Basic,pF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C1647,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 18PF 50V 0603 ROHS,18.0,5.0,Capacitor,50.0,1.71e-11,1.89e-11,0603,68038.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C180JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C180JB8NNNC_C1647.pdf,0.0066,Basic,pF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C1790,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 100PF 50V 0805 ROHS,100.0,5.0,Capacitor,50.0,9.5e-11,1.05e-10,0805,184673.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21C101JBANNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21C101JBANNNC_C1790.pdf,0.0114,Basic,pF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C14858,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 100PF 50V 0603 ROHS,100.0,5.0,Capacitor,50.0,9.5e-11,1.05e-10,0603,297621.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C101JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C101JB8NNNC_C14858.pdf,0.0148,Basic,pF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C1603,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 220PF 50V 0603 ROHS,220.0,5.0,Capacitor,50.0,2.09e-10,2.31e-10,0603,85996.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10B221KB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10B221KB8NNNC_C1603.pdf,0.0165,Basic,pF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C46653,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1NF 50V 0805 ROHS,1.0,5.0,Capacitor,50.0,9.5e-10,1.1e-09,0805,204157.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21B102KBCNNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21B102KBCNNNC_C46653.pdf,0.0103,Basic,nF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C1588,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1NF 50V 0603 ROHS,1.0,5.0,Capacitor,50.0,9.5e-10,1.1e-09,0603,427246.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10B102KB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10B102KB8NNNC_C1588.pdf,0.0048,Basic,nF,,,,,,
GUANGDONG FENGHUA ADVANCED TECH,C1604,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 2.2NF 50V 0603 ROHS,2.1999999999999997,5.0,Capacitor,50.0,2.09e-09,2.31e-09,0603,65590.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0603B222K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0603B222K500NT_C1604.pdf,0.0042,Basic,nF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C28323,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1UF 50V 0805 ROHS,1.0,5.0,Capacitor,50.0,9.5e-07,1.05e-06,0805,528757.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21B105KBFNNNE,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21B105KBFNNNE_C28323.pdf,0.0167,Basic,uF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C15850,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 10UF 25V 0805 ROHS,10.0,5.0,Capacitor,25.0,9.5e-06,1.05e-05,0805,1106426.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21A106KAYNNNE,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21A106KAYNNNE_C15850.pdf,0.0205,Basic,uF,,,,,,
UNIROYAL ELEC,C22859,CHIP RESISTOR - SURFACE MOUNT 10OHMS ±1% 1/10W 0603 ROHS,10.0,1.0,Resistor,,9.9,10.1,0603,1287171.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF100JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF100JT5E_C22859.pdf,0.0016,Basic,Ω,,,,,,
UNIROYAL ELEC,C17901,CHIP RESISTOR - SURFACE MOUNT 100OHMS ±1% 1/4W 1206 ROHS,100.0,1.0,Resistor,,99.0,101.0,1206,58769.0,CHIP RESISTOR - SURFACE MOUNT,1206W4F1000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F1000T5E_C17901.pdf,0.0044,Basic,Ω,,,,,,
UNIROYAL ELEC,C17408,CHIP RESISTOR - SURFACE MOUNT 100OHMS ±1% 1/8W 0805 ROHS,100.0,1.0,Resistor,,99.0,101.0,0805,259149.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F1000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1000T5E_C17408.pdf,0.0033,Basic,Ω,,,,,,
UNIROYAL ELEC,C17902,CHIP RESISTOR - SURFACE MOUNT 10KOHMS ±1% 1/4W 1206 ROHS,10.0,1.0,Resistor,,9900.0,10100.0,1206,257902.0,CHIP RESISTOR - SURFACE MOUNT,1206W4F1002T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F1002T5E_C17902.pdf,0.0042,Basic,KΩ,,,,,,
UNIROYAL ELEC,C25741,CHIP RESISTOR - SURFACE MOUNT 100KOHMS ±1% 1/16W 0402 ROHS,100.0,1.0,Resistor,,99000.0,101000.0,0402,1270077.0,CHIP RESISTOR - SURFACE MOUNT,0402WGF1003TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF1003TCE_C25741.pdf,0.0019,Basic,KΩ,,,,,,
UNIROYAL ELEC,C22787,CHIP RESISTOR - SURFACE MOUNT 120OHMS ±1% 1/10W 0603 ROHS,120.0,1.0,Resistor,,118.8,121.2,0603,58370.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF1200T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1200T5E_C22787.pdf,0.0021,Basic,Ω,,,,,,
UNIROYAL ELEC,C22765,CHIP RESISTOR - SURFACE MOUNT 1.2KOHMS ±1% 1/10W 0603 ROHS,1.2,1.0,Resistor,,1188.0,1212.0,0603,101727.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF1201T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1201T5E_C22765.pdf,0.0016,Basic,KΩ,,,,,,
UNIROYAL ELEC,C17604,CHIP RESISTOR - SURFACE MOUNT 2KOHMS ±1% 1/8W 0805 ROHS,2.0,1.0,Resistor,,1980.0,2020.0,0805,1106647.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F2001T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F2001T5E_C17604.pdf,0.0028,Basic,KΩ,,,,,,
UNIROYAL ELEC,C22962,CHIP RESISTOR - SURFACE MOUNT 220OHMS ±1% 1/10W 0603 ROHS,220.0,1.0,Resistor,,217.8,222.2,0603,82476.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF2200T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2200T5E_C22962.pdf,0.0021,Basic,Ω,,,,,,
UNIROYAL ELEC,C4190,CHIP RESISTOR - SURFACE MOUNT 2.2KOHMS ±1% 1/10W 0603 ROHS,2.2,1.0,Resistor,,2178.0,2222.0,0603,251385.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF2201T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2201T5E_C4190.pdf,0.0017,Basic,KΩ,,,,,,
UNIROYAL ELEC,C4310,CHIP RESISTOR - SURFACE MOUNT 1.5KOHMS ±1% 1/8W 0805 ROHS,1.5,1.0,Resistor,,1485.0,1515.0,0805,61690.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F1501T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1501T5E_C4310.pdf,0.0038,Basic,KΩ,,,,,,
UNIROYAL ELEC,C22809,CHIP RESISTOR - SURFACE MOUNT 15KOHMS ±1% 1/10W 0603 ROHS,15.0,1.0,Resistor,,14850.0,15150.0,0603,144585.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF1502T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1502T5E_C22809.pdf,0.0016,Basic,KΩ,,,,,,
UNIROYAL ELEC,C17475,CHIP RESISTOR - SURFACE MOUNT 15KOHMS ±1% 1/8W 0805 ROHS,15.0,1.0,Resistor,,14850.0,15150.0,0805,65278.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F1502T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1502T5E_C17475.pdf,0.0029,Basic,KΩ,,,,,,
UNIROYAL ELEC,C8218,CHIP RESISTOR - SURFACE MOUNT 200OHMS ±1% 1/10W 0603 ROHS,200.0,1.0,Resistor,,198.0,202.0,0603,263369.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF2000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2000T5E_C8218.pdf,0.0032,Basic,Ω,,,,,,
UNIROYAL ELEC,C4109,CHIP RESISTOR - SURFACE MOUNT 2KOHMS ±1% 1/16W 0402 ROHS,2.0,1.0,Resistor,,1980.0,2020.0,0402,111013.0,CHIP RESISTOR - SURFACE MOUNT,0402WGF2001TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF2001TCE_C4109.pdf,0.0041,Basic,KΩ,,,,,,
UNIROYAL ELEC,C4184,CHIP RESISTOR - SURFACE MOUNT 20KOHMS ±1% 1/10W 0603 ROHS,20.0,1.0,Resistor,,19800.0,20200.0,0603,212200.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF2002T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2002T5E_C4184.pdf,0.0016,Basic,KΩ,,,,,,
UNIROYAL ELEC,C17520,CHIP RESISTOR - SURFACE MOUNT 2.2KOHMS ±1% 1/8W 0805 ROHS,2.2,1.0,Resistor,,2178.0,2222.0,0805,244597.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F2201T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F2201T5E_C17520.pdf,0.005,Basic,KΩ,,,,,,
YAGEO,C14663,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 100NF 50V 0603 ROHS,100.0,5.0,Capacitor,50.0,,,0603,5813023.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CC0603KRX7R9BB104,https://datasheet.lcsc.com/szlcsc/YAGEO-CC0603KRX7R9BB104_C14663.pdf,0.0051,Basic,nF,,,,,,
UNIROYAL ELEC,C21190,CHIP RESISTOR - SURFACE MOUNT 1KOHMS ±1% 1/10W 0603 ROHS,1.0,1.0,Resistor,,990.0,1010.0,0603,4340801.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF1001T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1001T5E_C21190.pdf,0.0016,Basic,KΩ,,,,,,
UNIROYAL ELEC,C25804,CHIP RESISTOR - SURFACE MOUNT 10KOHMS ±1% 1/10W 0603 ROHS,10.0,1.0,Resistor,,9900.0,10100.0,0603,9909330.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF1002T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1002T5E_C25804.pdf,0.0016,Basic,KΩ,,,,,,
UNIROYAL ELEC,C25744,CHIP RESISTOR - SURFACE MOUNT 10KOHMS ±1% 1/16W 0402 ROHS,10.0,1.0,Resistor,,9900.0,10100.0,0402,577505.0,CHIP RESISTOR - SURFACE MOUNT,0402WGF1002TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF1002TCE_C25744.pdf,0.0037,Basic,KΩ,,,,,,
UNIROYAL ELEC,C17414,CHIP RESISTOR - SURFACE MOUNT 10KOHMS ±1% 1/8W 0805 ROHS,10.0,1.0,Resistor,,9900.0,10100.0,0805,3033540.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F1002T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1002T5E_C17414.pdf,0.0028,Basic,KΩ,,,,,,
UNIROYAL ELEC,C17514,CHIP RESISTOR - SURFACE MOUNT 1MOHMS ±1% 1/8W 0805 ROHS,1.0,1.0,Resistor,,990000.0,1010000.0,0805,91952.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F1004T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1004T5E_C17514.pdf,0.0032,Basic,MΩ,,,,,,
UNIROYAL ELEC,C17437,CHIP RESISTOR - SURFACE MOUNT 120OHMS ±1% 1/8W 0805 ROHS,120.0,1.0,Resistor,,118.8,121.2,0805,130192.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F1200T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1200T5E_C17437.pdf,0.0028,Basic,Ω,,,,,,
UNIROYAL ELEC,C23182,CHIP RESISTOR - SURFACE MOUNT 47OHMS ±1% 1/10W 0603 ROHS,47.0,1.0,Resistor,,46.53,47.47,0603,115375.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF470JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF470JT5E_C23182.pdf,0.0033,Basic,Ω,,,,,,
UNIROYAL ELEC,C17710,CHIP RESISTOR - SURFACE MOUNT 470OHMS ±1% 1/8W 0805 ROHS,470.0,1.0,Resistor,,465.3,474.7,0805,340716.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F4700T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F4700T5E_C17710.pdf,0.0028,Basic,Ω,,,,,,
UNIROYAL ELEC,C17673,CHIP RESISTOR - SURFACE MOUNT 4.7KOHMS ±1% 1/8W 0805 ROHS,4.7,1.0,Resistor,,4653.0,4747.0,0805,1329084.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F4701T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F4701T5E_C17673.pdf,0.0027,Basic,KΩ,,,,,,
UNIROYAL ELEC,C23189,CHIP RESISTOR - SURFACE MOUNT 5.6KOHMS ±1% 1/10W 0603 ROHS,5.6,1.0,Resistor,,5544.0,5656.0,0603,68450.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF5601T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF5601T5E_C23189.pdf,0.0024,Basic,KΩ,,,,,,
UNIROYAL ELEC,C13167,CHIP RESISTOR - SURFACE MOUNT 2.7KOHMS ±1% 1/10W 0603 ROHS,2.7,1.0,Resistor,,2673.0,2727.0,0603,99738.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF2701T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2701T5E_C13167.pdf,0.0018,Basic,KΩ,,,,,,
UNIROYAL ELEC,C23140,CHIP RESISTOR - SURFACE MOUNT 33OHMS ±1% 1/10W 0603 ROHS,33.0,1.0,Resistor,,32.67,33.33,0603,201443.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF330JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF330JT5E_C23140.pdf,0.0016,Basic,Ω,,,,,,
UNIROYAL ELEC,C22978,CHIP RESISTOR - SURFACE MOUNT 3.3KOHMS ±1% 1/10W 0603 ROHS,3.3,1.0,Resistor,,3267.0,3333.0,0603,117317.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF3301T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3301T5E_C22978.pdf,0.0022,Basic,KΩ,,,,,,
UNIROYAL ELEC,C17168,CHIP RESISTOR - SURFACE MOUNT 0OHMS ±1% 1/16W 0402 ROHS,0.0,1.0,Resistor,,0.0,0.0,0402,134090.0,CHIP RESISTOR - SURFACE MOUNT,0402WGF0000TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF0000TCE_C17168.pdf,0.0012,Basic,Ω,,,,,,
SAMSUNG ELECTRO-MECHANICS,C38523,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 12PF 50V 0603 ROHS,12.0,5.0,Capacitor,50.0,1.14e-11,1.26e-11,0603,101499.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C120JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C120JB8NNNC_C38523.pdf,0.006,Basic,pF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C1648,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 20PF 50V 0603 ROHS,20.0,5.0,Capacitor,50.0,1.9e-11,2.1e-11,0603,330046.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C200JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C200JB8NNNC_C1648.pdf,0.0073,Basic,pF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C1804,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 22PF 50V 0805 ROHS,22.0,5.0,Capacitor,50.0,2.09e-11,2.31e-11,0805,177410.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21C220JBANNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21C220JBANNNC_C1804.pdf,0.0115,Basic,pF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C1653,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 22PF 50V 0603 ROHS,22.0,5.0,Capacitor,50.0,2.09e-11,2.31e-11,0603,242896.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C220JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C220JB8NNNC_C1653.pdf,0.0071,Basic,pF,,,,,,
GUANGDONG FENGHUA ADVANCED TECH,C1555,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 22PF 50V 0402 ROHS,22.0,5.0,Capacitor,50.0,2.09e-11,2.31e-11,0402,64705.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0402CG220J500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0402CG220J500NT_C1555.pdf,0.0018,Basic,pF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C1671,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 47PF 50V 0603 ROHS,47.0,5.0,Capacitor,50.0,4.465e-11,4.935e-11,0603,137192.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C470JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C470JB8NNNC_C1671.pdf,0.0184,Basic,pF,,,,,,
GUANGDONG FENGHUA ADVANCED TECH,C1620,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 470PF 50V 0603 ROHS,470.00000000000006,5.0,Capacitor,50.0,4.465e-10,4.935e-10,0603,86039.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0603B471K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0603B471K500NT_C1620.pdf,0.0049,Basic,pF,,,,,,
SAMSUNG ELECTRO-MECHANICS,C1525,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 100NF 16V 0402 ROHS,100.0,5.0,Capacitor,16.0,9.5e-08,1.05e-07,0402,2757582.0,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL05B104KO5NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL05B104KO5NNNC_C1525.pdf,0.0177,Basic,nF,,,,,,
UNIROYAL ELEC,C17903,CHIP RESISTOR - SURFACE MOUNT 10OHMS ±1% 1/4W 1206 ROHS,10.0,1.0,Resistor,,9.9,10.1,1206,302195.0,CHIP RESISTOR - SURFACE MOUNT,1206W4F100JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F100JT5E_C17903.pdf,0.0042,Basic,Ω,,,,,,
UNIROYAL ELEC,C4410,CHIP RESISTOR - SURFACE MOUNT 1KOHMS ±1% 1/4W 1206 ROHS,1.0,1.0,Resistor,,990.0,1010.0,1206,320858.0,CHIP RESISTOR - SURFACE MOUNT,1206W4F1001T5,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F1001T5_C4410.pdf,0.0042,Basic,KΩ,,,,,,
UNIROYAL ELEC,C11702,CHIP RESISTOR - SURFACE MOUNT 1KOHMS ±1% 1/16W 0402 ROHS,1.0,1.0,Resistor,,990.0,1010.0,0402,244726.0,CHIP RESISTOR - SURFACE MOUNT,0402WGF1001TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF1001TCE_C11702.pdf,0.001,Basic,KΩ,,,,,,
UNIROYAL ELEC,C17513,CHIP RESISTOR - SURFACE MOUNT 1KOHMS ±1% 1/8W 0805 ROHS,1.0,1.0,Resistor,,990.0,1010.0,0805,1957712.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F1001T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1001T5E_C17513.pdf,0.0027,Basic,KΩ,,,,,,
UNIROYAL ELEC,C22790,CHIP RESISTOR - SURFACE MOUNT 12KOHMS ±1% 1/10W 0603 ROHS,12.0,1.0,Resistor,,11880.0,12120.0,0603,99497.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF1202T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1202T5E_C22790.pdf,0.0023,Basic,KΩ,,,,,,
UNIROYAL ELEC,C22984,CHIP RESISTOR - SURFACE MOUNT 30KOHMS ±1% 1/10W 0603 ROHS,30.0,1.0,Resistor,,29700.0,30300.0,0603,161435.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF3002T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3002T5E_C22984.pdf,0.0017,Basic,KΩ,,,,,,
UNIROYAL ELEC,C23179,CHIP RESISTOR - SURFACE MOUNT 470OHMS ±1% 1/10W 0603 ROHS,470.0,1.0,Resistor,,465.3,474.7,0603,403029.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF4700T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF4700T5E_C23179.pdf,0.0049,Basic,Ω,,,,,,
UNIROYAL ELEC,C17713,CHIP RESISTOR - SURFACE MOUNT 47KOHMS ±1% 1/8W 0805 ROHS,47.0,1.0,Resistor,,46530.0,47470.0,0805,168244.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F4702T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F4702T5E_C17713.pdf,0.0028,Basic,KΩ,,,,,,
UNIROYAL ELEC,C23185,CHIP RESISTOR - SURFACE MOUNT 49.9OHMS ±1% 1/10W 0603 ROHS,49.9,1.0,Resistor,,49.401,50.399,0603,81410.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF499JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF499JT5E_C23185.pdf,0.0022,Basic,Ω,,,,,,
UNIROYAL ELEC,C23186,CHIP RESISTOR - SURFACE MOUNT 5.1KOHMS ±1% 1/10W 0603 ROHS,5.1,1.0,Resistor,,5049.0,5151.0,0603,803009.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF5101T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF5101T5E_C23186.pdf,0.0016,Basic,KΩ,,,,,,
UNIROYAL ELEC,C22843,CHIP RESISTOR - SURFACE MOUNT 1.5KOHMS ±1% 1/10W 0603 ROHS,1.5,1.0,Resistor,,1485.0,1515.0,0603,156289.0,CHIP RESISTOR - SURFACE MOUNT,0603WAF1501T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1501T5E_C22843.pdf,0.0018,Basic,KΩ,,,,,,
UNIROYAL ELEC,C17540,CHIP RESISTOR - SURFACE MOUNT 200OHMS ±1% 1/8W 0805 ROHS,200.0,1.0,Resistor,,198.0,202.0,0805,259468.0,CHIP RESISTOR - SURFACE MOUNT,0805W8F2000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F2000T5E_C17540.pdf,0.0028,Basic,Ω,,,,,,
